PADRON,PADRON,1964 exclusivo nat,p27,,28.99,10.00
PADRON,PADRON,1964 imperial mad,p57,,34.99,0.00
PADRON,PADRON,1964 imperial nat,p58,,34.99,0.00
PADRON,PADRON,1964 monar mad lancero,p30,,27.99,0.00
PADRON,PADRON,1964 monar nat lancero,p29,,27.99,0.00
PADRON,PADRON,1964 nat fig,p31,,24.75,0.00
PADRON,PADRON,1964 no 4 mad long60,p32,,45.00,0.00
PADRON,PADRON,1964 no 4 nat long60,p33,,43.99,0.00
PADRON,PADRON,1964 principe mad,p36,,23.99,0.00
PADRON,PADRON,1964 principe nat,p37,,23.99,0.00
PADRON,PADRON,1964 pyramide mad,p34,,33.99,0.00
PADRON,PADRON,1964 pyramide nat,p35,,33.99,0.00
PADRON,PADRON,1964 toro mad,p39,,28.99,0.00
PADRON,PADRON,1964 toro nat,p38,,28.99,0.00
PADRON,PADRON,1964 torp mad,p61,,36.99,0.00
PADRON,PADRON,1964 torpedo nat,p40,,36.99,3.00
PADRON,PADRON,1964 torpedo nat,p28,,33.99,1.00
PADRON,PADRON,2000 mad,p41,,15.99,0.00
PADRON,PADRON,2000 nat,p42,,15.99,44.00
PADRON,PADRON,3000 mad,p43,,17.99,40.00
PADRON,PADRON,3000 nat,p44,,17.99,75.00
PADRON,PADRON,4000 mad,p45,,20.99,63.00
PADRON,PADRON,4000 nat,p46,,20.99,49.00
PADRON,PADRON,5000 mad,p47,,21.99,41.00
PADRON,PADRON,5000 nat,p48,,21.99,59.00
PADRON,PADRON,6000 mad,p49,,22.99,-2.00
PADRON,PADRON,6000 nat,p50,,22.99,2.00
PADRON,PADRON,7000 mad,p51,,23.99,52.00
PADRON,PADRON,7000 nat,p52,,23.99,89.00
PADRON,PADRON,churchill mad,p54,,16.99,0.00
PADRON,PADRON,churchill nat,p55,,16.99,0.00
PADRON,PADRON,damaso 34 torp,p65,,24.99,0.00
PADRON,PADRON,embassador nat,p53,,10.75,12.00
PADRON,PADRON,fam resv 44 mad,p66,,53.99,0.00
PADRON,PADRON,magnum mad,p60,,24.99,3.00
PADRON,PADRON,open,p56,,0.00,0.00
PADRON,PADRON,superiores,p64,,0.00,5.00
PARTAGAS,PARTAGAS,exquisite cigarills,par1,,17.75,0.00
PARTAGAS,PARTAGAS,puritos 10cnt tin,par6,,25.25,0.00
PDR,PDR,conn 60,pd7,,8.75,0.00
PDR,PDR,conn rob,pd5,,7.25,0.00
PDR,PDR,conn toro,pd6,,8.00,2.00
PDR,PDR,mad 60,pd4,,8.75,0.00
PDR,PDR,maduro rob,pd2,,7.50,0.00
PDR,PDR,maduro toro,pd3,,8.00,0.00
PDR,PDR,ocsuro 60,pd1,,8.75,0.00
PDR,PDR,oscura rob,pd9,,7.25,13.00
PDR,PDR,oscura toro,pd8,,8.00,0.00
PERDOMO,PERDOMO,b cameroon,pe1,,12.75,15.00
PERDOMO,PERDOMO,champ noir rob,pe13,,10.25,0.00
PERDOMO,PERDOMO,champnoir fig,pe12,,10.00,0.00
PERDOMO,PERDOMO,ecuasion rob,pe4,,8.99,0.00
PERDOMO,PERDOMO,patriarch church,pe6,,10.99,0.00
PERDOMO,PERDOMO,patriarch epic,pe7,,9.25,0.00
PERDOMO,PERDOMO,patriarch lonsdale,pe8,,10.50,0.00
PERDOMO,PERDOMO,patriarch mad rob,pe9,,8.99,0.00
PERDOMO,PERDOMO,patriarch nat rob,pe10,,8.99,0.00
PERDOMO,PERDOMO,patriarch torp,pe11,,10.25,0.00
PERLA,PERLA DEL MAR,G,per1,,11.99,7.00
PERLA,PERLA DEL MAR,G mad,per5,,11.99,13.00
PERLA,PERLA DEL MAR,L,per6,,12.99,12.00
PERLA,PERLA DEL MAR,L mad,per7,,12.99,19.00
PERLA,PERLA DEL MAR,M,per2,,10.99,0.00
PERLA,PERLA DEL MAR,M mad,per8,,10.99,18.00
PERLA,PERLA DEL MAR,P,per3,,9.99,84.00
PERLA,PERLA DEL MAR,pdm dbl toro cor,per10,076622072404,13.99,136.00
PERLA,PERLA DEL MAR,pdm toro corojo,per11,076622072305,13.99,53.00
PERLA,PERLA DEL MAR,PDM TORO SAMPLER,per12,,47.99,0.00
PERLA,PERLA DEL MAR,TG,per4,076622027046,12.99,8.00
PERLA,PERLA DEL MAR,TG mad,per9,,12.99,0.00
PIER28,PIER28,hab cor gorda,pi1,,9.99,7.00
PIER28,PIER28,hab rob,pi2,,9.99,7.00
PIER28,PIER28,hab toro,pi3,,11.25,8.00
PLASENCI,PLASENCIA,ALMA CAMPO MADRONO,PL8,,29.99,1.00
PLASENCI,PLASENCIA,ALMA CAMPO TRAVESIA,PL10,,26.99,0.00
PLASENCI,PLASENCIA,ALMA FUEGO CANDENTE,PL7,,23.99,10.00
PLASENCI,PLASENCIA,ALMA FUEGO CONCEPCION,PL13,,25.99,4.00
PLASENCI,PLASENCIA,ALMA FUERTE GENE V,PL4,,36.99,0.00
PLASENCI,PLASENCIA,ALMA FUERTE NAT 60 HEX,PL2,,31.99,0.00
PLASENCI,PLASENCIA,ALMA FUERTE NAT EDUARDO TORO,PL6,,31.99,0.00
PLASENCI,PLASENCIA,ALMA FUERTE NAT ROB  I,PL11,,31.99,5.00
PLASENCI,PLASENCIA,ALMA FUERTE NAT ROB II,PL12,,29.99,0.00
PLASENCI,PLASENCIA,ALMA FUERTE SIXTO II HEX,PL3,,31.99,0.00
PLASENCI,PLASENCIA,AMLA FUERTE NESTOR IV,PL9,,33.99,0.00
PLASENCI,PLASENCIA,COSECHA AZACUALPA TORO,PL5,,23.99,0.00
PLASENCI,PLASENCIA,COSECHA LA MUSICA ROB,PL14,,18.99,0.00
PLASENCI,PLASENCIA,COSECHA LA TRADICION TORO,PL15,,21.99,0.00
PLASENCI,PLASENCIA,COSECHA SANTA FE GORD,PL1,,19.99,10.00
PLASENCI,PLASENCIA,YEAR OF THE SNAKE,PL16,,52.99,5.00
PUNCH,PUNCH,after dinner ems,pu1,,9.99,0.00
PUNCH,PUNCH,bassmaster combo pk,pu2,,29.99,0.00
PUNCH,PUNCH,champion ems nat,pu4,,8.25,0.00
PUNCH,PUNCH,coronation deluxe ems,pu23,,7.75,3.00
PUNCH,PUNCH,elites ems,pu7,,5.99,0.00
PUNCH,PUNCH,elites mad,pu8,,5.99,0.00
PUNCH,PUNCH,gran cru mad rob,pu14,,11.99,5.00
PUNCH,PUNCH,gran puro rancho,pu11,,13.00,4.00
PUNCH,PUNCH,gran puro sienna,pu13,,12.50,2.00
PUNCH,PUNCH,magnum ems,pu16,,9.50,0.00
PUNCH,PUNCH,magnum mad,pu17,,9.50,0.00
PUNCH,PUNCH,minitures,pu19,,20.99,0.00
PUNCH,PUNCH,pitas ems nat,pu18,,10.25,9.00
PUNCH,PUNCH,rare corojo roth,pu20,,6.99,0.00
PUNCH,PUNCH,rothchild mad,pu21,,5.99,0.00
PUNCH,PUNCH,rothchild nat,pu22,,5.99,0.00
PUNCH,PUNCH,sample 6pk,pu24,,39.99,0.00
QUESADA,QUESADA,40th annv rob,qu1,,9.50,0.00
QUESADA,QUESADA,40th annv salomon,qu2,,12.99,0.00
QUESADA,QUESADA,40th annv toro 6x54,qu4,,9.99,1.00
QUESADA,QUESADA,40th annv toro 6x65,qu3,,13.99,0.00
QUESADA,QUESADA,70th ann toro,qu10,844111012039,16.50,15.00
QUESADA,QUESADA,70th annv beli,qu6,844111012015,16.25,0.00
QUESADA,QUESADA,reserv pri rob,qu7,,19.99,16.00
QUESADA,QUESADA,reserv pri toro,qu8,,17.50,0.00
QUESADA,QUESADA,reserv pri toro grande,qu9,,21.99,14.00
QUORUM,QUORUM,mad toro,q2,,2.50,3.00
QUORUM,QUORUM,mad torp,q7,,2.99,7.00
QUORUM,QUORUM,shade church,q1,,2.99,2.00
QUORUM,QUORUM,shade dbl gord,q3,,3.49,8.00
QUORUM,QUORUM,shade rob,q4,,2.29,13.00
QUORUM,QUORUM,shade shrt rob,q5,,1.99,12.00
QUORUM,QUORUM,shade toro,q6,,2.75,18.00
R & J,R & J,1875 bully,rj1,076452351182,12.99,75.00
R & J,R & J,1875 church,rj5,076452351151,15.99,0.00
R & J,R & J,1875 conn nic toro,rj4,,13.99,0.00
R & J,R & J,1875 dlx cedro 1,rj3,,11.99,0.00
R & J,R & J,1875 exh no 3,rj6,,9.99,0.00
R & J,R & J,1875 tin,r53,,22.99,0.00
R & J,R & J,20 mini aroma tin,rj54,,20.99,0.00
R & J,R & J,aniv corona,rj7,,8.25,9.00
R & J,R & J,aniv no 2,rj9,,10.50,0.00
R & J,R & J,aniv toro,rj10,,10.50,0.00
R & J,R & J,ann rob,rj8,,9.25,6.00
R & J,R & J,clemen tubo,rj11,,11.99,0.00
R & J,R & J,hab res beli,rj12,,9.50,0.00
R & J,R & J,hab res toro,rj14,076452349936,8.75,0.00
R & J,R & J,hab res toro,rj154,,8.75,2.00
R & J,R & J,hab resv amor,rj39,,14.99,0.00
R & J,R & J,habano resv rothchild tubo,rj13,,10.25,0.00
R & J,R & J,med oro church,rj15,,9.99,0.00
R & J,R & J,miniblue tin,r52,,22.99,0.00
R & J,R & J,miniwhite tin,r51,,22.99,0.00
R & J,R & J,open,rj2,,10.25,0.00
R & J,R & J,pet num dos tub,rj17,076452351427,9.50,4.00
R & J,R & J,petite no 2 tubo,rj16,,10.50,0.00
R & J,R & J,reserve toro,r50,,12.99,1.00
R & J,R & J,resv 6 ct. pet,rj25,,22.99,0.00
R & J,R & J,resv cigarillos,rj33,,14.99,0.00
R & J,R & J,resv hab church,rj34,,10.25,0.00
R & J,R & J,resv mad church,rj35,,10.25,0.00
R & J,R & J,resv mad lons,rj36,,7.99,0.00
R & J,R & J,resv real 2,rj37,,10.99,0.00
R & J,R & J,resv real amor,rj32,,22.75,0.00
R & J,R & J,resv real cig,rj19,,4.99,0.00
R & J,R & J,resv real conn church,rj18,,14.99,0.00
R & J,R & J,resv real conn rob,rj28,076452351694,8.75,0.00
R & J,R & J,resv real conn toro,rj31,076452351687,13.99,0.00
R & J,R & J,resv real cor,rj20,,7.75,0.00
R & J,R & J,resv real lan mad,rj21,,8.50,0.00
R & J,R & J,resv real lons,rj22,,8.75,0.00
R & J,R & J,resv real love,rj23,,7.75,0.00
R & J,R & J,resv real mag,rj24,,9.99,0.00
R & J,R & J,resv real pet rob,rj26,,7.99,0.00
R & J,R & J,resv real porto,rj27,,8.75,0.00
R & J,R & J,resv real roth,rj29,,10.25,-1.00
R & J,R & J,resv real tubo,rj30,,9.75,0.00
R & J,R & J,rj ash,rj38,,20.99,0.00
R & J,R & J,silver rothchild tubo,rj47,,10.25,0.00
R & J,R & J,tubo church,rj40,,12.25,0.00
R & J,R & J,vint 1,rj49,,14.99,0.00
R & J,R & J,vint 6 x 43,rj41,,11.50,0.00
R & J,R & J,vint III,rj42,,15.99,2.00
R & J,R & J,vint IV,rj43,,16.99,0.00
R & J,R & J,vint V,rj44,,17.99,26.00
R & J,R & J,vint VI,rj45,,19.99,3.00
R & J,R & J,vint VII,rj46,,13.50,0.00
ROCKY P,ROCKY PATEL,15 aniv toro,rp2,,13.99,0.00
ROCKY P,ROCKY PATEL,15th ann rob,rp74,,13.99,59.00
ROCKY P,ROCKY PATEL,15th ann tubo,rp200,846261007484,16.99,79.00
ROCKY P,ROCKY PATEL,30th ann sixty,rp81,,30.00,0.00
ROCKY P,ROCKY PATEL,30th ann toro,rp80,,28.99,0.00
ROCKY P,ROCKY PATEL,92 vin junior tin,rp58,,29.99,4.00
ROCKY P,ROCKY PATEL,ALR  2ND ED toro,rp76,846261025730,24.99,46.00
ROCKY P,ROCKY PATEL,ALR 2ND ED ROB,rp6,846261025723,22.99,16.00
ROCKY P,ROCKY PATEL,ALR 2ND ED SIXTY,rp29,846261025761,26.99,5.00
ROCKY P,ROCKY PATEL,dark star rob,rp11,,15.75,11.00
ROCKY P,ROCKY PATEL,dark star sixty,rp75,846261014864,18.99,20.00
ROCKY P,ROCKY PATEL,dark star toro,rp45,,17.99,32.00
ROCKY P,ROCKY PATEL,DBS sixty,rp13,846261030208,34.50,9.00
ROCKY P,ROCKY PATEL,DBS toro,rp12,846261030192,31.50,31.00
ROCKY P,ROCKY PATEL,decade cam rob,rp5,,12.99,60.00
ROCKY P,ROCKY PATEL,decade cam toro,rp23,,13.99,41.00
ROCKY P,ROCKY PATEL,decade rob,rp8,,13.99,4.00
ROCKY P,ROCKY PATEL,decade toro,rp9,,21.99,10.00
ROCKY P,ROCKY PATEL,decade TORPEDO,rp7,846261000768,22.99,0.00
ROCKY P,ROCKY PATEL,Disciple sixty,rp56,,21.99,12.00
ROCKY P,ROCKY PATEL,DISCIPLE TORO,rp18,846261028472,19.99,10.00
ROCKY P,ROCKY PATEL,edge 20th ann sixty,rp78,846261030284,21.99,32.00
ROCKY P,ROCKY PATEL,edge 20th ann toro,rp4,846261030260,19.99,25.00
ROCKY P,ROCKY PATEL,EDGE A10 SIXTY,rp47,,18.99,25.00
ROCKY P,ROCKY PATEL,EDGE A10 TORO,rp27,846261012389,14.99,30.00
ROCKY P,ROCKY PATEL,edge coro battalion,rp28,,13.99,4.00
ROCKY P,ROCKY PATEL,edge coro toro,rp30,,9.99,50.00
ROCKY P,ROCKY PATEL,edge coro torp,rp31,,9.99,38.00
ROCKY P,ROCKY PATEL,edge dbl cor mad,rp33,,9.99,3.00
ROCKY P,ROCKY PATEL,edge dbl cor nat,rp32,,9.75,5.00
ROCKY P,ROCKY PATEL,edge hab battalion,rp37,,13.99,38.00
ROCKY P,ROCKY PATEL,edge hab toro,rp34,,9.99,7.00
ROCKY P,ROCKY PATEL,edge hab torp,rp35,,9.99,5.00
ROCKY P,ROCKY PATEL,edge lmtd ed,rp36,,15.99,0.00
ROCKY P,ROCKY PATEL,edge mad battalion,rp39,,13.99,9.00
ROCKY P,ROCKY PATEL,edge mad rob,rp40,,9.99,0.00
ROCKY P,ROCKY PATEL,Edge toro sampler,rp73,,35.99,15.00
ROCKY P,ROCKY PATEL,EMERALD 6X60,rp46,,20.99,43.00
ROCKY P,ROCKY PATEL,EMERALD ROBUSTO,rp67,,17.99,34.00
ROCKY P,ROCKY PATEL,EMERALD TORO,rp19,846261028496,19.99,27.00
ROCKY P,ROCKY PATEL,GOLD LABEL HALF COR,rp16,846261031656,14.99,22.00
ROCKY P,ROCKY PATEL,GOLD LABEL ROB,rp41,846261031670,18.00,55.00
ROCKY P,ROCKY PATEL,GOLD LABEL SIXTY,rp62,846261031717,21.00,35.00
ROCKY P,ROCKY PATEL,GOLD LABEL TORO,rp44,846261031694,19.50,39.00
ROCKY P,ROCKY PATEL,LB1 CHURCH,rp38,846261025709,16.99,18.00
ROCKY P,ROCKY PATEL,LB1 SIXTY,rp14,846261025686,19.99,7.00
ROCKY P,ROCKY PATEL,LB1 TORO,rp17,846261025662,17.99,21.00
ROCKY P,ROCKY PATEL,open to use,rp100,,19.99,0.00
ROCKY P,ROCKY PATEL,plat rob,rp15,,12.99,30.00
ROCKY P,ROCKY PATEL,Sixty rob,rp77,846261027734,26.99,44.00
ROCKY P,ROCKY PATEL,Sixty Sixty,rp26,846261027772,29.99,28.00
ROCKY P,ROCKY PATEL,Sixty toro,rp1,846261027758,28.25,23.00
ROCKY P,ROCKY PATEL,summer col lancero,rp3,,9.99,6.00
ROCKY P,ROCKY PATEL,sungrown mad rob,rp20,,12.99,26.00
ROCKY P,ROCKY PATEL,sungrown mad toro,rp42,,17.99,20.00
ROCKY P,ROCKY PATEL,sungrown toro,rp22,,17.99,25.00
ROCKY P,ROCKY PATEL,sungrown torp,rp25,,18.99,3.00
ROCKY P,ROCKY PATEL,sungrown tubo,rp24,,18.99,2.00
ROCKY P,ROCKY PATEL,vin 1999 junior tin,rp68,,29.99,8.00
ROCKY P,ROCKY PATEL,vin 2003 junior tin,rp61,,29.99,10.00
ROCKY P,ROCKY PATEL,vint 1990 church,rp43,,12.99,17.00
ROCKY P,ROCKY PATEL,vint 1990 juniors tin,rp64,,29.99,8.00
ROCKY P,ROCKY PATEL,vint 1990 rob,rp48,846261000089,16.99,26.00
ROCKY P,ROCKY PATEL,vint 1990 sixty,rp49,,15.99,1.00
ROCKY P,ROCKY PATEL,vint 1990 toro,rp50,,17.99,20.00
ROCKY P,ROCKY PATEL,vint 1990 torp,rp51,,13.99,2.00
ROCKY P,ROCKY PATEL,vint 1992 church,rp52,,12.99,4.00
ROCKY P,ROCKY PATEL,vint 1992 perf,rp55,,9.99,1.00
ROCKY P,ROCKY PATEL,vint 1992 rob,rp57,846261000249,10.99,1.00
ROCKY P,ROCKY PATEL,vint 1992 toro,rp59,,13.99,55.00
ROCKY P,ROCKY PATEL,vint 1992 toro tubo,rp54,,14.99,13.00
ROCKY P,ROCKY PATEL,vint 1999 con dlx toro tub,rp65,,13.75,0.00
ROCKY P,ROCKY PATEL,vint 1999 conn 60,rp63,,15.99,0.00
ROCKY P,ROCKY PATEL,vint 2003 sixty,rp69,846261007453,21.00,20.00
ROCKY P,ROCKY PATEL,vint 2003 toro,rp70,846261007392,18.25,20.00
ROCKY P,ROCKY PATEL,vint 2006 rob,rp66,,17.99,20.00
ROCKY P,ROCKY PATEL,vint 2006 toro,rp71,,18.99,12.00
ROCKY P,ROCKY PATEL,vint 90 lmtd ed,rp72,,15.99,0.00
ROCKY P,ROCKY PATEL,vint 92 church tubo glass,rp53,,11.99,13.00
ROCKY P,ROCKY PATEL,white label rob,rp60,,29.99,4.00
ROCKY P,ROCKY PATEL,white label sixty,rp79,846261028564,34.99,0.00
ROCKY P,ROCKY PATEL,white label toro,rp10,846261028540,33.25,5.00
ROCKY P,ROCKY PATEL,YR OF THE DRAGON,rp21,846261031427,44.99,17.00
ROMA C,ROMA CRAFT,ambition,rc1,,14.99,0.00
ROMA C,ROMA CRAFT,breach,rc3,,14.99,0.00
ROMA C,ROMA CRAFT,brother kind,rc4,,17.99,38.00
ROMA C,ROMA CRAFT,cranium,rc5,,19.99,0.00
ROMA C,ROMA CRAFT,cro mode 5,rc6,,14.99,0.00
ROMA C,ROMA CRAFT,dragger,rc7,,15.99,0.00
ROMA C,ROMA CRAFT,EMH,rc8,,17.99,0.00
ROMA C,ROMA CRAFT,HN,rc10,,15.99,0.00
ROMA C,ROMA CRAFT,Hoxd,rc2,,15.99,0.00
ROMA C,ROMA CRAFT,industry,rc9,,14.99,0.00
ROMA C,ROMA CRAFT,virtue,rc11,,14.99,0.00
ROOM 101,ROOM 101,213,RM1,,6.75,0.00
ROOM 101,ROOM 101,305,rm2,,8.99,0.00
ROOM 101,ROOM 101,conn 305,rm3,,7.50,0.00
ROOM 101,ROOM 101,conn 404,rm4,,8.99,0.00
ROOM 101,ROOM 101,daruma sucio,rm21,,13.99,0.00
ROOM 101,ROOM 101,hond 213,rm6,,7.50,0.00
ROOM 101,ROOM 101,hond 305,rm7,,7.99,0.00
ROOM 101,ROOM 101,hond 615,rm8,,10.99,11.00
ROOM 101,ROOM 101,hond 808,rm9,,9.99,0.00
ROOM 101,ROOM 101,mast bln ll papi chulo,rm5,,7.25,0.00
ROOM 101,ROOM 101,mstr bl I sucio,rm11,,13.75,0.00
ROOM 101,ROOM 101,mstr bl II papi,rm12,,7.50,0.00
ROOM 101,ROOM 101,mstr bl III sucio,rm13,,14.50,0.00
ROOM 101,ROOM 101,mstr papi chulo,rm10,,7.50,2.00
ROOM 101,ROOM 101,nama filero,rm14,,10.50,0.00
ROOM 101,ROOM 101,nama monstro,rm15,,14.25,0.00
ROOM 101,ROOM 101,nama papi chulo,rm16,,7.50,0.00
ROOM 101,ROOM 101,nama ranfla,rm17,,12.75,0.00
ROOM 101,ROOM 101,nama sucio,rm18,,12.99,0.00
ROOM 101,ROOM 101,nama tiburon,rm19,,10.99,0.00
ROOM 101,ROOM 101,san adreas 305,rm20,,7.50,0.00
SANCHOPA,SANCHO PANZA,cordobas,san1,,6.50,40.00
SANCRIST,SAN CRISTOBAL,coloso,sc1,,12.50,0.00
SANCRIST,SAN CRISTOBAL,eleg imperial,sc2,,10.25,0.00
SANCRIST,SAN CRISTOBAL,fabuloso,sc3,,12.99,0.00
SANCRIST,SAN CRISTOBAL,papagayo,sc4,,11.75,0.00
SANCRIST,SAN CRISTOBAL,rev legend,sc5,,10.25,0.00
SANCRIST,SAN CRISTOBAL,rev odyssey,sc6,,11.25,0.00
SANCRIST,SAN CRISTOBAL,rev prophet,sc7,,9.99,0.00
SANCRIST,SAN CRISTOBAL,supremo,sc8,,11.25,0.00
SENORIAL,SENORIAL,le grand,sen1,,12.50,16.00
SENORIAL,SENORIAL,lonsdale mad,sen2,638888375790,9.50,14.00
SENORIAL,SENORIAL,opulento mad nat,sen3,,12.50,12.00
SENORIAL,SENORIAL,paco rob,sen4,,9.99,0.00
SENORIAL,SENORIAL,rob maduro,sen5,,10.50,12.00
SENORIAL,SENORIAL,senor 65 anni,sen6,,18.99,0.00
SENORIAL,SENORIAL,toro bravo,sen7,,13.50,65.00
SENORIAL,SENORIAL,toro maduro,sen8,,11.25,21.00
TATIANA,TATIANA,10 ct mini cig van,ta3,,35.00,0.00
TATIANA,TATIANA,10ct mini cig hon,ta1,,35.00,0.00
TATIANA,TATIANA,10ct mini cig trop,ta2,,35.00,0.00
TATIANA,TATIANA,cherry tins,ta6,,20.99,0.00
TATIANA,TATIANA,chocolate tins,ta7,788135045362,20.99,0.00
TATIANA,TATIANA,classic rum,ta8,,5.75,0.00
TATIANA,TATIANA,cognac cigar,ta10,,5.50,0.00
TATIANA,TATIANA,cognac small tin,ta11,,20.99,0.00
TATIANA,TATIANA,cognac tins,ta12,,20.99,0.00
TATIANA,TATIANA,fusion frenzy tin,ta13,788135060044,36.99,1.00
TATIANA,TATIANA,groovy blue,ta14,,5.99,0.00
TATIANA,TATIANA,groovy blue rob,ta15,,7.50,0.00
TATIANA,TATIANA,groovy blue smll tin,ta16,,20.99,0.00
TATIANA,TATIANA,groovy blue tin,ta17,,19.99,0.00
TATIANA,TATIANA,honey tin,ta18,,20.99,0.00
TATIANA,TATIANA,honey tins,ta19,,20.99,0.00
TATIANA,TATIANA,night cap,ta20,,5.99,0.00
TATIANA,TATIANA,night cap tin,ta21,,42.99,0.00
TATIANA,TATIANA,open,ta9,,7.50,0.00
TATIANA,TATIANA,rum robusto,ta4,,8.50,0.00
TATIANA,TATIANA,rum tin,ta22,,19.99,0.00
TATIANA,TATIANA,rum tins,ta23,,20.99,0.00
TATIANA,TATIANA,singles honey,ta24,,2.10,24.00
TATIANA,TATIANA,singles tropical,ta25,,2.10,25.00
TATIANA,TATIANA,singles vanilla,ta26,,2.10,0.00
TATIANA,TATIANA,sweet euphoria,ta27,,5.50,0.00
TATIANA,TATIANA,sweet euphoria tin,ta28,,36.99,-1.00
TATIANA,TATIANA,tatiana cherry,ta5,,5.50,0.00
TATIANA,TATIANA,vanilla rob,ta33,,8.50,0.00
TATIANA,TATIANA,vanilla singles,ta29,,2.10,0.00
TATIANA,TATIANA,vanilla tins,ta30,,20.99,0.00
TATIANA,TATIANA,waking dream,ta31,,5.50,0.00
TATIANA,TATIANA,waking dream tin,ta32,,36.99,0.00
TATUAJE,TATUAJE,15TH ANN TORP,tat25,,31.50,0.00
TATUAJE,TATUAJE,blue verocu 1,tat21,,18.99,11.00
TATUAJE,TATUAJE,blue verocu 2,tat22,,18.99,15.00
TATUAJE,TATUAJE,cab noellas,tat4,,13.99,0.00
TATUAJE,TATUAJE,cab tainos,tat5,,21.00,0.00
TATUAJE,TATUAJE,cab unicos,tat6,,19.99,0.00
TATUAJE,TATUAJE,casadorez,tat14,,8.99,1.00
TATUAJE,TATUAJE,cojonu 2003,tat10,,24.00,0.00
TATUAJE,TATUAJE,cojonu 2006,tat20,,24.00,1.00
TATUAJE,TATUAJE,cojonu 2009,tat9,,25.99,10.00
TATUAJE,TATUAJE,COJONU 2012 HAB,tat26,,19.50,0.00
TATUAJE,TATUAJE,COJONU 2012 SUMATRA,tat27,,19.50,5.00
TATUAJE,TATUAJE,COJONU 2015,tat30,651989002549,19.99,0.00
TATUAJE,TATUAJE,fausto,tat11,,13.99,0.00
TATUAJE,TATUAJE,FAUSTO FT 127,tat12,651989001702,13.50,0.00
TATUAJE,TATUAJE,FAUSTO FT 153,tat24,651989001740,14.25,11.00
TATUAJE,TATUAJE,gran cojonu 2012,tat3,,27.00,-1.00
TATUAJE,TATUAJE,lomo de cerdo,tat8,,18.99,38.00
TATUAJE,TATUAJE,MONSTER SMASH,tat1,,18.99,125.00
TATUAJE,TATUAJE,nobles,tat13,,8.25,0.00
TATUAJE,TATUAJE,Nuevitas Jib no 1,tat2,,14.99,0.00
TATUAJE,TATUAJE,reserva J21,tat15,,21.00,0.00
TATUAJE,TATUAJE,reserva sw,TAT28,,22.99,0.00
TATUAJE,TATUAJE,the michael,tat18,,23.99,0.00
TATUAJE,TATUAJE,verocu no 1,t24,651989000941,16.99,13.00
TATUAJE,TATUAJE,verocu no 2,tat19,651989000965,16.99,1.00
TATUAJE,TATUAJE,verocu no 3,tat23,,11.25,-1.00
TATUAJE,TATUAJE,vi almirantes,tat17,651989000903,13.99,0.00
THEOSCAR,THE OSCAR,cis toro gr/bl,th3,,14.25,0.00
THEOSCAR,THE OSCAR,cis toro green,th4,,14.25,0.00
THEOSCAR,THE OSCAR,cis toro pur,th5,,14.25,18.00
THEOSCAR,THE OSCAR,cis toro pur ***,th1,,14.25,0.00
THEOSCAR,THE OSCAR,cis toro red,th6,,14.25,0.00
THEOSCAR,THE OSCAR,conn 60,th7,,18.99,-1.00
THEOSCAR,THE OSCAR,conn toro,th8,,17.99,0.00
THEOSCAR,THE OSCAR,corojo 60,th9,644216079704,21.99,2.00
THEOSCAR,THE OSCAR,corojo toro,th10,,19.99,44.00
THEOSCAR,THE OSCAR,hab 60,th11,644216077106,26.99,7.00
THEOSCAR,THE OSCAR,hab robusto,th2,644216077007,15.00,7.00
THEOSCAR,THE OSCAR,hab toro,th12,644216076901,24.99,6.00
THEOSCAR,THE OSCAR,mad 60,th13,,18.75,0.00
THEOSCAR,THE OSCAR,mad 60,th15,644216077403,26.99,5.00
THEOSCAR,THE OSCAR,mad toro,th14,644216077205,24.99,9.00
THEOSCAR,THE OSCAR,sumatra 60,th16,,18.99,-1.00
THEOSCAR,THE OSCAR,sumatra toro,th17,,17.99,0.00
TRADERJ,TRADER JACKS,aromatic cigars,tra1,,4.99,11.00
TRINIDAD,TRINIDAD,gift pck cor,tri1,,64.99,1.00
TRINIDAD,TRINIDAD,gift pck torp,tri2,,80.00,2.00
VARTAN,VARTAN,belicoso,v1,,19.99,15.00
VARTAN,VARTAN,churchill,v2,,19.99,16.00
VARTAN,VARTAN,piramide,v3,,21.25,21.00
VIVA REP,VIVA REPUBLICA,rapt harasha,vi1,,11.50,0.00
VIVA REP,VIVA REPUBLICA,rapt perdition,vi2,,9.75,13.00
VIVA REP,VIVA REPUBLICA,rapt revel,vi3,,10.50,4.00
WARFIGHT,WARFIGHTER,NIGHT SHIFT toro,NIGHTSHF,,15.99,0.00
WARFIGHT,WARFIGHTER,PELI HUM BLK,04,,146.00,44.00
WARFIGHT,WARFIGHTER,PELI HUM GREEN,03,,125.00,0.00
WARFIGHT,WARFIGHTER,PELI HUM TAN,02,,110.00,0.00
WARFIGHT,WARFIGHTER,VIC 4TH EDIT,VIC4,,26.99,0.00
WARFIGHT,WARFIGHTER,VIC4EDITION,01,,26.99,0.00
ZIKAR,XIKAR,10cig travel humi,z1,,35.00,0.00
ZIKAR,XIKAR,11mm twist punch blk,z12,,45.00,0.00
ZIKAR,XIKAR,11mm twist punch blk,z2,,45.00,1.00
ZIKAR,XIKAR,11mm twist punch gunm,z3,,44.99,0.00
ZIKAR,XIKAR,11mm twist punch silv,z4,,45.00,0.00
